number,values0,values1,values2,values3,univ3_sqrtPriceX96,univ3_liquidity,univ3_feeGrowthGlobal0X128,univ3_feeGrowthGlobal1X128,univ3_observation0,univ3_observation1,_token_ids0,_token_ids1,_positions_liquidated_cumulative0,_positions_liquidated_cumulative1,_positions_settled_cumulative0,_positions_settled_cumulative1,_sizes_liquidated_cumulative0,_sizes_liquidated_cumulative1,_sizes_settled_cumulative0,_sizes_settled_cumulative1,_net_liquidity_liquidated_cumulative0,_net_liquidity_liquidated_cumulative1,_net_liquidity_settled_cumulative0,_net_liquidity_settled_cumulative1
16219693,91287092917504898,2302292348764224249682440636464352,3141437983323,2652712986080689911699,2302457180693885351454651093163492,31203981017892687890,2181620581902003936411883992456929,1026699780925062056301321001565722942741084,"(1671421151, 10172968219751, 151502460533388936663925227258, True)","(1671464351, 10181848503491, 151503072445298801408680404449, True)",-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
