number,timestamp,values0,values1,values2,values3,values4,values5,univ3_sqrtPriceX96,univ3_liquidity,univ3_feeGrowthGlobal0X128,univ3_feeGrowthGlobal1X128,univ3_observation0_tick_cumulatives,univ3_observation1_tick_cumulatives,_token_ids0,_token_ids1,_blocks_settle0,_blocks_settle1,_sizes_outstanding0,_sizes_outstanding1,_margins_outstanding0,_margins_outstanding1,_debts_outstanding0,_debts_outstanding1,_debts_without_funding_outstanding0,_debts_without_funding_outstanding1,_funding_rates_outstanding0,_funding_rates_outstanding1,_amounts0_locked0,_amounts0_locked1,_amounts1_locked0,_amounts1_locked1,_positions_liquidated_cumulative0,_positions_liquidated_cumulative1,_positions_settled_cumulative0,_positions_settled_cumulative1,_sizes_liquidated_cumulative0,_sizes_liquidated_cumulative1,_sizes_settled_cumulative0,_sizes_settled_cumulative1,_net_liquidity_liquidated_cumulative0,_net_liquidity_liquidated_cumulative1,_net_liquidity_settled_cumulative0,_net_liquidity_settled_cumulative1,_balances_pool0,_balances_pool1,_last_mrglv1_block_timestamp,_last_mrglv1_tick_cumulative
18178182,1711083225,70160334826478782,1959748063977175794244625305914960,23272099137059775,93432433861197979,3777261062340,2311097791005716986919,1963279730048352850036500698951972,42510755389580441818,2444021022871332208239054950773783,1182799621395603653531712316296475715458233,14970830245043,14979571603355,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,55575226088,128401836026220517687,54611167945,134735322925829763368,0.01765313175449612,-0.04700687809310222,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3979219166605,2256243314014846477070,1711083224,431266757219
18180582,1711112029,70193087038596527,1960662912579986288299601469631602,23272099137059775,93465186073279849,3776822065704,2312987176981089401702,1967513486430791650388989288552205,32603305868304064276,2444206320484486612896190577235626,1182922792931816278141751043985944333949848,14976686656031,14985429495491,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,55820283561,127838137179029978627,54611167945,134735322925829763368,0.022140446020449955,-0.05119062764703952,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3979219166605,2257863976766804422641,1711112028,437094683109
18182982,1711140833,70226163157743050,1961586808690539244237469982352760,23272099137059775,93498262192390142,3776379143131,2314896015909259811287,1969794395609671405261310258721504,31401772066034110093,2444267313320209867666058347225407,1182965346645818135266243756075032139083355,14982563516123,14991307674911,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,56063618498,127276913034695394483,54611167945,134735322925829763368,0.026596218459616017,-0.05535601005862534,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3979219166605,2259501434900202514738,1711140832,442922868401
18185382,1711169637,70259360258161816,1962514084101014900018842320439916,23272099137059775,93531459292772546,3775935019818,2316812612378067895979,1991342338047493074361537516812270,23691251005436739049,2444572792344083422614928634483842,1183203721043831606335513357766860450915582,14988443967059,14997192798947,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,56310829524,126724488478232913225,54611167945,134735322925829763368,0.03112296702227213,-0.05945608229259025,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3979219166605,2261145657954951858054,1711169636,448751312986
18187782,1711198442,70293736759891448,1991272601238438417459333541819416,23272099137059775,93565835794464524,3722769669756,2351626988647471947398,1990777203886029331300151686799277,28260570294910364648,2444681346847082443487112450236262,1183270956885657498880783183000504575336015,14994320902907,15003074537207,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,56559130621,126168153379945041014,54611167945,134735322925829763368,0.035669676172497056,-0.06358517840641431,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3939622513055,2287512645851374455141,1711198441,454580248343
18190182,1711227246,70327529459221612,1992229876799529929106028293383988,23272099137059775,93599628493757673,3722324749737,2353607232895600372609,1982029137834343126996435382067514,28622641050989032526,2444822628058681474062125784082829,1183340885837144183035591649613052275539734,15000217427567,15008969981855,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,56805686382,125614260656807415631,54611167945,134735322925829763368,0.04018442599891192,-0.06769614731278295,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3939622513055,2289211704585660658141,1711227245,460417363237
18192582,1711256051,70361624344896010,1982061889972670330445302116114186,23272099137059775,93633723379394726,3742783154374,2342447796806190636865,1985331169746911314869496299221328,27060576074551519292,2444913448795040802399257901720156,1183404876854922044557035685953919205469764,15006128132867,15014879311895,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,57056169537,125069052570170500289,54611167945,134735322925829763368,0.04477109140867319,-0.07174265920585976,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3955333106336,2281038963996704562542,1711256050,466254940085
18194982,1711284855,70395791576179719,1983024368705130606420086618385543,23272099137059775,93667890610641010,3742331650979,2344440458437562896544,1982559428126813969928790562462437,34748265882238274371,2444985587120900509321396127789564,1183444210217187889009587256081572998142068,15012006082991,15020757584687,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,57304892018,124519985026162631102,54611167945,134735322925829763368,0.049325516636320677,-0.07581781583208558,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3955333106336,2282748911759732775126,1711284854,472089376395
18197382,1711313659,70430034612602246,1983988982841344194761316345067695,23272099137059775,93702133647026029,3741879585383,2346438373993041624243,1984641347371371229631631285060190,37992448436664496957,2445013016731780350652133195231295,1183465899079213142522799226565428243048752,15017891416955,15026643028487,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,57557576407,123973327951904772130,54611167945,134735322925829763368,0.05395248944258779,-0.07987508205141824,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3955333106336,2284463486203652330920,1711313658,477924100778
18199782,1711342463,70464346708881840,1984955542369127319682647407389807,23272099137059775,93736445743268040,3741427048785,2348441155208969168088,1987251370204246213855996948541466,39988860305864830982,2445041784572875804621721649250299,1183489577237966509042233557280561642293245,15023781749903,15032533661411,11,10,18216582,18199782,32878978050752083238,201750191292,16439489025376045056,100875095646,57811375001,123435242064416759111,54611167945,134735322925829763368,0.05859986476068402,-0.08386873327667432,185155463242,957640740695,191144020925395224009,329648463727763679526,4,0,2,3,128755955289074086343,0,67647921653823415172,606735932743,1208263360331682,0,127232396054305,-618730117637845,3955333106336,2286182354878069432087,1711342462,483759084426
18202182,1711371270,70193266909223888,1987547122584940390364874971832614,23374375878763662,93567642685498872,3729819694097,2347272650090008563695,1984995389802429550212715408408084,31184899763541088116,2445080564079305759249809787110791,1183509086799520695896326076425056840253366,15029647843199,15038399762723,11,12,18216582,18250182,32878978050752083238,201172598827,16439489025376045056,100586299413,58063389616,136706031079185281243,54611167945,136706031079185281243,0.06321457315245116,0.0,185155463242,954913620233,191144020925395224009,334478767878668696482,4,0,2,4,128755955289074086343,0,67647921653823415172,808486124035,1208263360331682,0,127232396054305,-826939642331433,3938132834980,2286517163265255359771,1711371269,489594965499
18204582,1711400074,70227527930748332,1988517235499556438350571498339975,23374375878763662,93601903706985788,3729365130032,2349278247660990054526,1984824526705953465821519050803159,35674302676810430498,2445095370993529238837291157010434,1183518016948067891455011682021424250289565,15035550561923,15044302373171,11,12,18216582,18250182,32878978050752083238,201172598827,16439489025376045056,100586299413,58319418579,136112680983052146780,54611167945,136706031079185281243,0.06790278936598937,-0.004340335912388804,185155463242,954913620233,191144020925395224009,334478767878668696482,4,0,2,4,128755955289074086343,0,67647921653823415172,808486124035,1208263360331682,0,127232396054305,-826939642331433,3938132834980,2288236552207670687267,1711400073,495430986127
18206982,1711428878,70261815244988227,1989488092901688748563176774973626,23374375878763662,93636191021188127,3728910660944,2351286224362230510862,1986495562408798622514178172265365,39045279407379741532,2445129342474473096890869207822548,1183542926459523277920766349754773708527677,15041433698255,15050185410887,11,12,18216582,18250182,32878978050752083238,201172598827,16439489025376045056,100586299413,58576576496,135515130638503397301,54611167945,136706031079185281243,0.07261167816432068,-0.008711396500071578,185155463242,954913620233,191144020925395224009,334478767878668696482,4,0,2,4,128755955289074086343,0,67647921653823415172,808486124035,1208263360331682,0,127232396054305,-826939642331433,3938132834980,2289958100637098411153,1711428877,501267294800
18209382,1711457682,70296175400465563,1990461012829163676238054746226476,23374375878763662,93670551176627827,3728455671118,2353299309872652644594,1994446088758458265695323017796227,25070759482029849190,2445307848719394054779027350693988,1183672785508743871900892546093190044267953,15047304626507,15056057434811,11,12,18216582,18250182,32878978050752083238,201172598827,16439489025376045056,100586299413,58831926821,134926949450321034130,54611167945,136706031079185281243,0.07728746765223571,-0.013013922025384095,185155463242,954913620233,191144020925395224009,334478767878668696482,4,0,2,4,128755955289074086343,0,67647921653823415172,808486124035,1208263360331682,0,127232396054305,-826939642331433,3938132834980,2291684149376903323375,1711457681,507103891544
18211782,1711486486,70330872980562547,1991443487053815539733463858029355,23374375878763662,93705248756686805,3727996664328,2355333020700364200688,1995045791989974996101212560316651,29212504656501711390,2445402673184576970185172271482383,1183734120673885679213142594132006819838635,15053195304455,15061950464207,11,12,18216582,18250182,32878978050752083238,201172598827,16439489025376045056,100586299413,59091344629,134334604603752403162,54611167945,136706031079185281243,0.08203773793140767,-0.017346904571161614,185155463242,954913620233,191144020925395224009,334478767878668696482,4,0,2,4,128755955289074086343,0,67647921653823415172,808486124035,1208263360331682,0,127232396054305,-826939642331433,3938132834980,2293428004666975932717,1711486485,512940776507
18214182,1711515290,70365712157110791,1992429970631951890641008235241366,23374375878763662,93740087933196888,3727536239839,2357375896659848166178,1986649377104288296966875576890835,40711887029468371223,2445628050925830669749405898396374,1183858622308397833683268837752216738800597,15059075616563,15067831714103,11,12,18216582,18250182,32878978050752083238,201172598827,16439489025376045056,100586299413,59351906333,133744860219275932688,54611167945,136706031079185281243,0.08680895440241265,-0.021660864824567416,185155463242,954913620233,191144020925395224009,334478767878668696482,4,0,2,4,128755955289074086343,0,67647921653823415172,808486124035,1208263360331682,0,127232396054305,-826939642331433,3938132834980,2295179842224904851708,1711515289,518777920777
18216582,1711544094,70400763351765020,1993422457577576911908323414781815,23374375878763662,93775139127812724,3727073473248,2359432080305887402861,1988636270335471990047763572188219,30173876703055540948,2445746275019067152695516468740002,1183937330495140000411545342247176673698894,15064940137835,15073693750739,11,12,18216582,18250182,32878978050752083238,201172598827,16439489025376045056,100586299413,59610636519,133164362599368782151,54611167945,136706031079185281243,0.0915466334474857,-0.02590718530746483,185155463242,954913620233,191144020925395224009,334478767878668696482,4,0,2,4,128755955289074086343,0,67647921653823415172,808486124035,1208263360331682,0,127232396054305,-826939642331433,3938132834980,2296943216319300311637,1711544093,524615353196
18218982,1711572901,70470448731555149,1988568905317567125250030897784110,23410467204390759,93880915833114088,3740384573410,2356342291730603689515,1987887835546969715598532715649401,29209868456999180043,2445825581393316667395769805562486,1183985670838046453298631832978174543718198,15070812415679,15079565198003,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,54224094904,132579755712059176837,54224094904,136706031079185281243,0.0,-0.030183564942617758,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3946428617436,2298131673996553397149,1711572900,530453681297
18221382,1711601705,70505856407369981,1989568056087887272443706198182361,23410467204390759,93916323508890137,3739916168706,2358415382470374280085,1987110058256724056678565937368664,43146677644503876026,2445961638816184508986282904273887,1184069702815270271218305970771078183810469,15076706019179,15085459035803,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,54460471644,131997715316309464633,54224094904,136706031079185281243,0.0043592565338064215,-0.03444117077869502,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3946428617436,2299909534032763219454,1711601704,536290019336
18223782,1711630509,70541438863172928,1990572138883700278917886589817308,23410467204390759,93951905964654109,3739445925565,2360499606116585682740,1986877028851459759102070003367725,43294889859397594558,2446023869119263628916603720446916,1184108369499301474602971196098262633313617,15082577597507,15091330807631,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,54700613638,131424800892168806594,54224094904,136706031079185281243,0.008787951829230867,-0.038632020440688475,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3946428617436,2301697069652456789855,1711630508,542126645505
18226182,1711659313,70577107032745091,1991578640391743567826453547025315,23410467204390759,93987574134187203,3738975025540,2362589755557968127943,1984402302026239526926560928496220,34949632756327890273,2446061970286828811084046544505482,1184126984265336748921420882510737171782240,15088457097287,15097209306611,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,54939067646,130847830881085528678,54224094904,136706031079185281243,0.013185517310446704,-0.04285253658418675,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3946428617436,2303489816382277160041,1711659312,547963559753
18228582,1711688117,70612805145911729,1992585986862490489427756282230399,23410467204390759,94023272247314739,3738504206517,2364682567076140668067,1982763507875897253334004103577011,39745789886813658591,2446330987130784826836573131089269,1184290577523360517567940343172623778749726,15094342967783,15103091612783,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,55181319996,130279907341654170062,54224094904,136706031079185281243,0.017653131761714125,-0.04700687809310222,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3946428617436,2305284975517927166944,1711688116,553800762048
18230982,1711716922,70649021813149553,1982788016526020195153674149157716,23410467204390759,94059488914512894,3758425213192,2353961287776685555777,1977879032461262007957564516675235,34889531539561057181,2446480666157959644520012863548640,1184373891762636919195354221143929692324201,15100206884159,15108957200879,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,55424640550,129707963545106089243,54224094904,136706031079185281243,0.022140446016212678,-0.05119062764703952,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3961749893200,2297458816526983913781,1711716921,559638455232
18233382,1711745726,70685283344191526,1983805708312341972123400498139623,23410467204390759,94095750445515148,3757945335554,2356077446932316040598,1970431007196551729341479476826718,35096849211550211867,2446596554372452960545874385924429,1184429812933065142228720862250287342696302,15106118158907,15114866329067,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,55666250778,129138530647691149296,54224094904,136706031079185281243,0.026596218462534793,-0.05535601005862534,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3961749893200,2299274266449329737887,1711745725,565473094275
18235782,1711774531,70721869322537480,1970466875345466065296592825074227,23410467204390759,94132336423821027,3784855326089,2341145432832926469851,1944245659709780078266554048476540,23879064680670723134,2447072449926274047238145427780323,1184663588345957519903686155600433793918214,15111904889003,15120737153339,13,12,18266982,18250182,33524106406580241892,201172598827,16762053203290126336,100586299413,55911709622,128578026045447846951,54224094904,136706031079185281243,0.031122967031313342,-0.05945608229259025,183845547253,954913620233,194896208445933468437,334478767878668696482,4,0,3,4,128755955289074086343,0,100526899704575498410,808486124035,1208263360331682,0,196457073991516,-826939642331433,3982330823589,2288283632542417178495,1711774530,571308252774
18238182,1711803338,71060530594758548,1953417598884754060227742008840377,23449848117482501,94510378608719752,3833222164053,2330209751088136904114,1948387039249886160758998309928756,24122986314588656259,2447295236179556355284107093025425,1184807146902361517651624649247976484351662,15117809998883,15126604449947,14,12,18286182,18250182,33753722709749337340,201172598827,16876861354874671104,100586299413,54555939341,128013553703782473100,54555939341,136706031079185281243,0.0,-0.06358517840641431,185021018784,954913620233,196266235974611126637,334478767878668696482,5,0,3,4,162280061695654328235,0,100526899704575498410,808486124035,1548389989123873,0,196457073991516,-826939642331433,4022060442302,2282784766543708496040,1711803337,577139927618
18240582,1711832142,71097909113551592,1954445115226377920033815476309593,23449848117482501,94547757127471853,3832722141285,2332357538143432074236,1936916080488143615932765515753814,29106332052737190602,2447511800219287062147168924528639,1184912079044763584893805740566834499813738,15123753167027,15132487613951,14,12,18286182,18250182,33753722709749337340,201172598827,16876861354874671104,100586299413,54793762676,127451559460702875999,54555939341,136706031079185281243,0.004359256533252864,-0.06769614731278295,185021018784,954913620233,196266235974611126637,334478767878668696482,5,0,3,4,162280061695654328235,0,100526899704575498410,808486124035,1548389989123873,0,196457073991516,-826939642331433,4022060442302,2284628430655869896490,1711832141,582965983598
18242982,1711860947,71135754564226057,1936970072177522847835589016657104,23449848117482501,94585602578104864,3868848362816,2312428758141159781566,1942904009526565773603356487362998,23154703209011196817,2447708995519384888961647791678900,1185042966184197949294835095222336359024069,15129545517899,15138354522779,14,12,18286182,18250182,33753722709749337340,201172598827,16876861354874671104,100586299413,55035374308,126898376880085624107,54555939341,136706031079185281243,0.008787951830566243,-0.07174265920585976,185021018784,954913620233,196266235974611126637,334478767878668696482,5,0,3,4,162280061695654328235,0,100526899704575498410,808486124035,1548389989123873,0,196457073991516,-826939642331433,4049610531365,2269871891061658165845,1711860946,588792529970
18245382,1711889751,71173730505880794,1938004126893025613273240369414794,23449848117482501,94623578519718005,3868336580201,2314592183550686550210,1939758734666498942097281621473082,23746235378902873231,2447839816131856947544327609749023,1185114851769322431833945691574662363661134,15135482778167,15144214820903,14,12,18286182,18250182,33753722709749337340,201172598827,16876861354874671104,100586299413,55275287624,126341278391688250956,54555939341,136706031079185281243,0.013185517318357265,-0.07581781583208558,185021018784,954913620233,196266235974611126637,334478767878668696482,5,0,3,4,162280061695654328235,0,100526899704575498410,808486124035,1548389989123873,0,196457073991516,-826939642331433,4049610531365,2271729258308702775103,1711889750,594613718407
18247782,1711918555,71211828474555798,1939041504307327345905242889002555,23449848117482501,94661676488351278,3867823701572,2316763556711025891458,1936140074016335268900790975802641,32298244830808499209,2447885665121091476893536121102530,1185134499536248135041032312928033378049890,15141343017647,15150074201027,14,12,18286182,18250182,33753722709749337340,201172598827,16876861354874671104,100586299413,55519022526,125786625629811619010,54555939341,136706031079185281243,0.01765313175125227,-0.07987508205141824,185021018784,954913620233,196266235974611126637,334478767878668696482,5,0,3,4,162280061695654328235,0,100526899704575498410,808486124035,1548389989123873,0,196457073991516,-826939642331433,4049610531365,2273593589858515539228,1711918554,600435194946
18250182,1711947359,71249948210009068,1940079474413705338161096656097304,23449848117482501,94699796223762794,3867311078867,2318937168987159285287,1933000046948396105784188537060457,22788765872823333980,2448019589816037226123613718504779,1185207405028213802712188438976154556474444,15147202879595,15155932396955,14,12,18286182,18250182,33753722709749337340,201172598827,16876861354874671104,100586299413,55763832171,125240669421292335589,54555939341,136706031079185281243,0.022140446019087046,-0.08386873327667432,185021018784,954913620233,196266235974611126637,334478767878668696482,5,0,3,4,162280061695654328235,0,100526899704575498410,808486124035,1548389989123873,0,196457073991516,-826939642331433,4049610531365,2275459985099897815298,1711947358,606256988330
18252582,1711976166,70925650858984337,1933531376923687301140480265417077,23636181518303159,94561832273709839,3874754919647,2307743407878410990800,1935981388794498381986466385322318,32457468873119995778,2448072207607287986827206352722741,1185245215399705291278461400995597972165568,15153044765627,15161774023235,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,56006921022,135881636458192871499,54555939341,135881636458192871499,0.02659621845993132,0.0,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4072575499983,2259609037906097863804,1711976165,612079706847
18254982,1712004970,70963869548761521,1934573271287350191676465362958903,23636181518303159,94600050963445161,3874233311722,2309920162837963941230,1928747290056857177293318938536132,29323367800997736048,2448119732319709913130363497965239,1185257963652118865698837102901800839294140,15158888171039,15167617874231,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,56253882042,135406905730100796256,54555939341,135881636458192871499,0.03112296702265671,-0.003493707762624254,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4072575499983,2261474963946589514925,1712004969,617899858556
18257382,1712033774,71002071571826259,1935614711293371323279840509799528,23636181518303159,94638252986468054,3873712492434,2312096973077355757083,1936110068428772147928458126664099,34068507340171401336,2448245625969578658790053504906840,1185348722052073001007107719867462518502436,15164747087927,15173475101471,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,56501932031,134886617354779862173,54555939341,135881636458192871499,0.03566967618019801,-0.00732269002161412,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4072575499983,2263341080815686510370,1712033773,623720327086
18259782,1712062578,71040501089428399,1936662353115249175881310809548618,23636181518303159,94676682504028101,3873189136802,2314287759613062107843,1906904876952984565014134444931548,17277800707307050977,2448682304000590471197750110513365,1185540521686987522712170116335198557217610,15170599611023,15179324702147,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,56748238448,134113283436644365652,54555939341,135881636458192871499,0.0401844259943378,-0.013013922025384095,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4072575499983,2265219323789960540894,1712062577,629541112586
18262182,1712091383,71079643824022271,1907044204433906166612063142378991,23636181518303159,94715825238579098,3934969507905,2279836611847291139608,1903413557545066375194090049367060,18039122959358508721,2449012915216932532646634580598340,1185724024867876420767553538789426479014367,15176406921023,15185164804883,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,56998468288,133524510677579327681,54555939341,135881636458192871499,0.04477109140643809,-0.017346904571161614,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4119338284763,2239604174654759136077,1712091382,635362388310
18264582,1712120188,71118816803991772,1908095203009619273995265125015379,23636181518303159,94754998218505691,3934428631261,2282036485818587428189,1926430835526462528880516560389452,24118631456283462440,2449474363355473184249885247748909,1186045151058134415458543160327933448300849,15182249777723,15191002480403,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,57246939234,132938322698730940044,54555939341,135881636458192871499,0.049325516625788435,-0.021660864824567416,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4119338284763,2241490503642405894070,1712120186,641174590653
18266982,1712148993,71159033126032097,1926388204453628836071276040152395,23636181518303159,94795214540501965,3898721268032,2304892317761330717655,1940451200915093613386290978096752,23490460552560168612,2449866473291426183371520925698569,1186311753240556461493143444245563961931706,15188077510859,15196848696551,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,57499368082,132361325722588900000,54555939341,135881636458192871499,0.05395248943661657,-0.02590718530746483,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4092950537507,2258888974377461644132,1712148992,646987513886
18269382,1712177798,71199561910303279,1940418210826575270877387681483350,23636181518303159,94835743324728755,3872186749418,2322671604954199560643,1945461290125878203912933770921812,23565611231452886341,2449933973483446742670907337925649,1186363028325357245944456437411757365020415,15193966755815,15202699432655,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,57752910008,131780244259647836209,54555939341,135881636458192871499,0.058599864755649156,-0.030183564942617758,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4073444728726,2272482682033113866165,1712177797,652805737317
18271782,1712206602,71239868124668007,1941516685455693459628142071706272,23636181518303159,94876049539049333,3871640727015,2324974193324514089520,1947601390779593720511749082544430,28347865583715834549,2450158335351434500336677991219847,1186503396100614334919669599657478320907172,15199863755867,15208598290679,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,58004669759,131201713811247692071,54555939341,135881636458192871499,0.0632145731456264,-0.03444117077869502,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4073444728726,2274457561862635433361,1712206601,658627935326
18274182,1712235406,71280427042663726,1942622047075607106865147513489790,23636181518303159,94916608457000626,3871091904601,2327292346190852956035,1953858620174263297688141207422080,23447287278156784586,2450354680703202463685189981878200,1186636089029374427132680455866842962884033,15205720230839,15214456515467,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,58260439799,130632254301025769221,54555939341,135881636458192871499,0.06790278937083549,-0.038632020440688475,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4073444728726,2276445951588427456435,1712235405,664450479132
18276582,1712264211,71321437632447752,1953832811060610470455565618132864,23636181518303159,94957619046739732,3850543214963,2341734376590025891621,1951445584636018234267109462034801,30236993691931363768,2450469411008708540539830988939592,1186700793618555050452615341434737717428131,15211573213931,15220311229403,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,58517337650,130058763660749002910,54555939341,135881636458192871499,0.07261167815733893,-0.04285253658418675,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4058427201316,2287543468586732680950,1712264210,670273542106
18278982,1712293015,71362270071511814,1954951405439065644316209944078478,23636181518303159,94998451485759068,3849994803951,2344082588223383300138,1956166210611587630968154243965000,31979873116778148972,2450623524998677937154871518378937,1186805017060853367471597953208585929825993,15217437477539,15226176071987,14,15,18286182,18300582,33753722709749337340,206745409837,16876861354874671104,103372704918,58772429738,129494264938111359763,54555939341,135881636458192871499,0.07728746765122985,-0.04700687809310222,185021018784,981313051772,196266235974611126637,332430876012581624502,5,0,3,5,162280061695654328235,0,100526899704575498410,1009658722862,1548389989123873,0,196457073991516,-1008575746786761,4058427201316,2289557969343405710552,1712293014,676099715364
