number,values0,values1,values2,values3,values4,values5,univ3_sqrtPriceX96,univ3_liquidity,univ3_feeGrowthGlobal0X128,univ3_feeGrowthGlobal1X128,univ3_observation0_tick_cumulatives,univ3_observation1_tick_cumulatives,_token_ids0,_token_ids1,_positions_liquidated_cumulative0,_positions_liquidated_cumulative1,_positions_settled_cumulative0,_positions_settled_cumulative1,_sizes_liquidated_cumulative0,_sizes_liquidated_cumulative1,_sizes_settled_cumulative0,_sizes_settled_cumulative1,_net_liquidity_liquidated_cumulative0,_net_liquidity_liquidated_cumulative1,_net_liquidity_settled_cumulative0,_net_liquidity_settled_cumulative1
18024582,69346385174521208,1900507213630400308527658438335435,23024625755476002,92371010828819254,3850753843534,2215774881550436731181,1911416229524741155073074053355221,37377134134273998763,2433812808103935871895623816945330,1176379063282412305136667437170734265887149,14594083810391,14602858330787,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18026982,69354104308348402,1911401642463607264118156139251551,23024625755476002,92378729962637993,3829125636257,2228662770608846451416,1910699996029624680710189841275984,43654100520880292333,2433891727115083971158511583428423,1176423512936532234268651964491808383185601,14599995986423,14608714683923,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18029382,69361891567688594,1911616259614842556549700698223637,23024625755476002,92386517221969656,3829018488294,2229100901575335930119,1919357089877315539510721050208373,36116835239620941289,2434109417007456045600487269000966,1176569625813588234792624494079484937120671,14605873616159,14614594334915,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18031782,69370743974000455,1919346401421472078042264423650256,23024625755476002,92395369628271820,3813962583852,2238329333614193169571,1921561193863264992502024577547255,35484310439764882948,2434164327105187780509739253157940,1176606605238340606838868795523827589565283,14611754440619,14620477486871,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18034182,69379662434434250,1919593156954989777458483121375835,23024625755476002,92404288088695846,3813840410495,2238833180769812062208,1918261427830299335915561488699614,44520833798337280934,2434200176265723083779184086033073,1176620563665607578484609916162983894254069,14617591570559,14626314481487,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18036582,69388678964819781,1919842625883206294233155727853717,23024625755476002,92413304619071501,3813716925610,2239342624846059362598,1949295188104378807983387182289051,31602028393861013776,2434728698942268705464239453279123,1177003794961218425054424152715416643016179,14623440953279,14632166171795,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18038982,69400494596429677,1949244920367031271972930719303040,23024625755476002,92425120250668455,3756671299285,2273928745103629466063,1950990374922879494728883467666147,34091642312945086769,2434913921098100088569874368588466,1177119819389109016393274524967078460582955,14629236302015,14638051306607,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18041382,69412318026348263,1949577003889549928317544015487739,23024625755476002,92436943680574090,3756511890340,2274607084028169112054,1955460166562215382276318545353693,32377286641474396546,2435056990054139603654013004047159,1177216484288570190073845356746536550414285,14635180337267,14643917539271,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18043782,69424781949401286,1955451052965813124085029825906265,23024625755476002,92449407603613461,3745732565822,2281768069681076882669,1971661179821799808285366007285741,31120592858094836159,2435522330715508264711372402930000,1177538482526217025966123538311456134785962,14640990296339,14649791412707,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18046182,69439133507206436,1971633586454763484758080508082293,23024625755476002,92463759161402891,3715565502559,2301008218632660047708,1962246624538905517044494246418327,32006719105980020535,2435666444783221764603291754412383,1177606892608640211754689211073045196549780,14646849878159,14655682913291,3,2,1,0,0,0,119119079945969081922,0,0,0,1055550750276375,0,0,0
18048582,70346430341416899,1962314953550662266404044176095026,23255376460802615,93601806699693415,3779158457419,2318319889510218720939,1959218161035622909853288410513706,35092434065996573243,2435714146075840595481913155913471,1177629610219335874666075702990947488449215,14652834513947,14661575992871,4,2,2,0,0,0,247858535893664463828,0,0,0,2176073642225118,0,0,0
18050982,70221377170055796,1959297130227341552233564233311315,23401100695746587,93622477763253642,3785815213415,2315265761379865741707,1960277478785809748060054887902278,35721039670394774579,2435783760885153949045185118960775,1177674409295282133659626639094275496959958,14658720548663,14667461149175,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18053382,70236300500818209,1959713516808103422575690018220289,23401100695746587,93637401093999709,3785614156181,2316126927336666480577,1959906355256330374779372053690728,35846520676321246393,2435822959112577992109804679501863,1177697582689157293127450712663887191199905,14664596191991,14673336717431,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18055782,70251344043358347,1960133257504102106528362384844055,23401100695746587,93652444636523369,3785411565828,2316995188996851031082,1960127099395909459248832928294702,40617307184959131976,2435845946182011598417072419324752,1177712118454263713412146698920694792252144,14670466859675,14679207497927,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18058182,70266463225528029,1960555108675785967087824013823874,23401100695746587,93667563818676490,3785208044243,2317867976918668941097,1957964641299586416634658460711309,48081959575033733545,2435958035206154798052107600849651,1177776048628111203916406643435643357017166,14676342420683,14685083248883,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18060582,70281908244648153,1960986051258485265182390588650923,23401100695746587,93683008837779696,3785000226932,2318759740739106644172,1957551185410301978959774156212897,33869015883751819367,2436041417761801011132679783769562,1177826037536316949968220874507124644993155,14682218142803,14690958511691,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18062982,70297606557098438,1961424061160495153486913180447398,23401100695746587,93698707150212786,3784789095062,2319666301373199017315,1961128487444749736049173728563037,39661771566215961705,2436107856803774561790937358081354,1177874250254267685456144951633012828031502,14688079060763,14696819106419,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18065382,70313550814244878,1961868933342294914845792081933149,23401100695746587,93714651407341762,3784574751902,2320587242724011676518,1961862061561546414259513778348836,44042404883993870954,2436215750747059469446424531105479,1177942089790514115900125136334325582213913,14693934866591,14702676145883,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18067782,70329832729355836,1962323226761722590947143170407263,23401100695746587,93730933322434886,3784355969805,2321527872005781223988,1969294871709838707228993904255816,37818920991207977740,2436377814131015102939511557517335,1178058075231853055035654649753820692280557,14699791309991,14708534343155,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18070182,70346805747150485,1969286009069236272847752403095062,23401100695746587,93747906340210943,3771658522270,2330187075865504070911,1960430392211222704983180819938782,41302829878362498584,2436478574969711424737399081794119,1178100987871566279516381980007518227345287,14705653638383,14714396960939,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18072582,70363981183739211,1960450823756342385227487228552730,23401100695746587,93765081776780856,3789350412238,2320157706242086887296,1961547246766267316897649467404182,47606060173498191096,2436670883174309478438380579785573,1178220809704206100459449642510198315087227,14711541250079,14720282373755,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18074982,70381623515972162,1960942366789826464676684504658188,23401100695746587,93782724108994483,3789113353138,2321176096254648356317,1960957908446189775933579067234152,48936357017306839379,2436716406155477318723399069859042,1178247429826058087633509099179491439933426,14717412617975,14726153544107,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18077382,70399390569588514,1961437384756574909022480813779644,23401100695746587,93800491162591374,3788874738241,2322201906950836697569,1961016371735358346718930820950043,52362828536071288352,2436747820126487271883026107515221,1178266819867094267999389449366135387388781,14723322524927,14732063879579,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18079782,70417249240048973,1961934955312225770840670027459286,23401100695746587,93818349833032272,3788635014257,2323233231036975665811,1962887821331657537879382921265949,45540290828781795201,2437010998707875443819464315691810,1178432034703198522043282161018629782398501,14729198641079,14737940748779,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18082182,70435871359359013,1962453796749666970933517453735581,23401100695746587,93836971952321914,3788385171665,2324308882591735269581,1957947644819110060209204989086060,50167263892306890926,2437083925861758532535024258093443,1178466070679339429800763928861492126276723,14735058261671,14743799704631,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18084582,70454727563586173,1957957184143129816778224471218937,23401100695746587,93855828156528420,3797848526167,2319449135018024158187,1964193465543364503808603878421031,43515194805737464142,2437106752617892053377165642652587,1178493470948093881735601022881264757006053,14740937131847,14749677965927,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18086982,70473769852581240,1964187059464358586471503626207937,23401100695746587,93874870445502629,3786570864431,2327301301538477802391,1958763387929862722278784666110267,39320341680398733044,2437224320113378255001271932655528,1178553888112918518831507041242067706033639,14746802900447,14755544416043,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18089382,70493033854572990,1958776981752491436774925057490174,23401100695746587,93894134447473278,3797808434773,2321367345155475178465,1952176928246493040192891929883423,36159634404612943649,2437383581168311901059549015960683,1178636357193349279726639936448633491285677,14752662483275,14761400854547,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18091782,70512711205461895,1952194331903772719095496382254948,23401100695746587,93913811798340630,3811412942807,2314051030114321142312,1962685430629722960020300412941224,50130963588590448038,2437512217251540498729294649260457,1178737655157700232208506198740795980020235,14758541841071,14767280637587,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18094182,70532959337338610,1962676366127300532584856890434524,23401100695746587,93934059930195166,3791874755418,2326977599236719946452,1959379352310392503355031475836923,41530135753018048459,2437602349613908540192036394451850,1178785869107538547795291559941339199435498,14764427436875,14773169266907,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18096582,70553154907199819,1963238335567395817988967878380977,23401100695746587,93954255500034254,3791604355317,2328144315528605834266,1960755549114305024268767386140232,49486603100713655781,2437614356794491994701979710677936,1178796167837918310949327391250237144463583,14770296584303,14779037526071,4,5,2,0,0,1,247858535893664463828,0,0,55707904776,2176073642225118,0,0,4728767052827
18098982,70507985418863372,1960647148119371481238848719481356,23471633699855878,93979619015779316,3797640251359,2325699172582201576393,1959720140548741794955961701630640,42071497718280210293,2437631027447573038847949091954326,1178804147251905661724089473976180439431950,14776182248243,14784923001875,6,5,2,0,1,1,247858535893664463828,0,134976293849290222655,55707904776,2176073642225118,0,467904061830,4728767052827
18101382,70506555619926802,1959802756394392992133495923898919,23495339801438193,94001895318400661,3800177040590,2325248594754809197504,1960265360725582213924301882491916,48606858510459679793,2437650160516261536058281824197806,1178817034002177485745491789101451808800274,14782045854287,14790786698759,6,7,2,0,1,2,247858535893664463828,0,134976293849290222655,109681983926,2176073642225118,0,467904061830,5358891699427
18103782,70526899788644514,1960368243639925891329780866740502,23495339801438193,94022239487096089,3799903050973,2326422911211984309024,1966119509704999065537409979344773,43573063892376741832,2437685626110286829693031323149550,1178851424803290181677501256370759331566910,14787936195635,14796677446103,6,7,2,0,1,2,247858535893664463828,0,134976293849290222655,109681983926,2176073642225118,0,467904061830,5358891699427
18106182,70547500798023758,1966113701461832283510940643393327,23495339801438193,94042840496452768,3789628974466,2333752435457227930022,1965629499511704531614610083095005,47717562230709709133,2437782222570230849703737928524745,1178909895394816003134951623092095387750770,14793802249547,14802545114483,6,7,2,0,1,2,247858535893664463828,0,134976293849290222655,109681983926,2176073642225118,0,467904061830,5358891699427
18108582,70568215775423422,1966691014625732378736333526544501,23495339801438193,94063555473829742,3789351049213,2334951909566545049856,1967407207081527128672604139395347,46684049750508248134,2437969378621532495997192961799430,1179029745142125806855511545368004774836590,14799688948883,14808433689335,6,7,2,0,1,2,247858535893664463828,0,134976293849290222655,109681983926,2176073642225118,0,467904061830,5358891699427
18110982,70589431397542813,1967282280437591441026689736366383,23495339801438193,94084771095925895,3789066576072,2336180685784777780345,1973903323043558698865343813212511,43482403067500532031,2438056201337225601343354850921040,1179097531603596741889976678915101742962755,14805574130579,14814320228519,6,7,2,0,1,2,247858535893664463828,0,134976293849290222655,109681983926,2176073642225118,0,467904061830,5358891699427
18113382,70611052889332073,1973896539677250092722144857389658,23495339801438193,94106392587691472,3777237770925,2344573909017632712801,1986193476975809638279683754610769,16351465673994571477,2438451468351109925831224436907661,1179374174948943034930848811042852527832217,14811445843259,14820194649671,6,7,2,0,1,2,247858535893664463828,0,134976293849290222655,109681983926,2176073642225118,0,467904061830,5358891699427
18115782,70633856866344278,1986148821257885892551953604264599,23495339801438193,94129196564678699,3754846164065,2359698709019395737335,2014783758111985654885819967739010,21574379042313153465,2439799367731556528133447531942090,1180302526174990054895414032167998080881953,14817250364879,14826074255171,6,7,2,0,1,2,247858535893664463828,0,134976293849290222655,109681983926,2176073642225118,0,467904061830,5358891699427
18118182,71346826789437886,2014673807162613370640548149396721,23694803780955465,95041630466290150,3737564720121,2416790664001441199954,1994993059365399863432712043427414,23543361400974747346,2440099507457486943496060205099875,1180451538622595119700800364695934225817620,14823143384567,14831970769307,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18120582,71373545352039146,1995064247419604877789151983228099,23694803780955465,95068349028862144,3775362430840,2393939960106271678235,1981647168127238364209605131188420,28995541894213853062,2440401673688811834268144539690422,1180612159851666536707119099593776865600019,14829024722711,14837863950803,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18122982,71400787508404469,1981688751088894397298384118168546,23694803780955465,95095591185197628,3801933552214,2378571676402637925636,1980316034545890023643358162242819,25616212552598083125,2440708539529300096094131612052480,1180800882710417615114580795619953927022444,14834923326575,14843743468559,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18125382,71428495162566227,1982457761466615428657054844918185,23694803780955465,95123298839329037,3801566079148,2380188005071862357732,1991247530971073657001867530300212,25181932475410978022,2440831232773977866145583770119063,1180901336785118888869863143341381059080455,14840892198323,14849643319115,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18127782,71456721287560008,1991228771514611523389664762785822,23694803780955465,95151524964291900,3785943931302,2391428100181885606463,1981448360911680688818682439545664,30164557468244923748,2441080642132597734523611105541353,1181036623119624687097348191022145703371351,14846781898943,14855533477595,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18130182,71485291831307632,1981478466919684794812001057196364,23694803780955465,95180095508008230,3805715883834,2380432711594466539424,1977319192057199602592327630539922,26414803986874770777,2441384085589182984612348918994473,1181216722202378071992617494957102189520500,14852667867395,14861417014091,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18132582,71514377344191694,1977335027607924763812313068330253,23694803780955465,95209181020860433,3814856036761,2376180926176551473345,1972155265642731856340242691611037,27132186557887231498,2441612589919448401873768476955213,1181346611015297256072392698151944843321301,14858554044503,14867300839343,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18134982,71543884969883231,1972173957671755234261440017835641,23694803780955465,95238688646519649,3826024713681,2370713336658010498192,1965851471670590325731507097765305,28177212547382747379,2441790892663241093739703631845903,1181443055690121244366085247319505233144772,14864463617123,14873208024071,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18137382,71573716043791908,1965873048788595845239194366442733,23694803780955465,95268519720395651,3839489924108,2363879324887681098375,1964072204105512168746258851044649,38630269242998531326,2441956310581037675810592475985003,1181540556982617993328517646879976712699311,14870359085759,14879101074875,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18139782,71603756720067317,1966698158327704816607245351772047,23694803780955465,95298560396638155,3839089287041,2365617190599439231787,1962448920213620802338446113388031,33720277397641619751,2442053605556433715088219459383936,1181596713365899402435080926389097082684880,14876264989511,14885006562611,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18142182,71634045570022250,1962462185866477119306864507592358,23694803780955465,95328849246559911,3848598772908,2361272253851120790252,1967432652741650432150151557906086,27776349309834464209,2442138816786719241990999310109993,1181659919236159396972532820165868229716284,14882177888123,14890920059735,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18144582,71664500266628593,1963296512477467738842485258153845,23694803780955465,95359303943132896,3848192253201,2363030807765162837326,1960590011181581998755219237934558,33856436661806105899,2442275523812070734055968633556771,1181729412450591081307756687910154980344309,14888105145035,14896848999527,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18146982,71695114558217707,1964135211298854264992177769786614,23694803780955465,95389918234688477,3847783951249,2364799223684355783535,1958284855954391729842992326937176,33734011286785129299,2442421850084670985338600185483600,1181813429724926665713872623287832964583352,14894007427619,14902747430279,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18149382,71726076743729540,1958302342212889009432955068167150,23694803780955465,95420880420166396,3860497359483,2358541807519325182600,1958430715797147720820717202866364,29086367411403790308,2442468817109127340859181156590412,1181842452202033332018273557261140191289868,14899948606979,14908688362379,8,7,3,0,1,2,374776009438395758066,0,134976293849290222655,109681983926,3059232193757501,0,467904061830,5358891699427
18151782,71668745555530808,1958542656527677853926390899366196,23785579479453060,95454324930428625,3861376591963,2359657995256912205979,1958864787442228039095835770491254,42955821909584585088,2442509930481620697433810895211745,1181868520836592862009546130928585252222407,14905881785267,14914622061683,8,9,3,0,1,3,374776009438395758066,0,134976293849290222655,163681326737,3059232193757501,0,467904061830,6434034560563
18154182,71699779667004083,1959390747709638739739121737856185,23785579479453060,95485359041867907,3860960123826,2361447282267645563311,1962398545529898613654473077078232,34616983888886914706,2442559216167476287827846660894688,1181906402571996593186073163899845843059024,14911842110627,14920583607287,8,9,3,0,1,3,374776009438395758066,0,134976293849290222655,163681326737,3059232193757501,0,467904061830,6434034560563
18156582,71730944293935945,1960242405580133065138959862486903,23785579479453060,95516523668765633,3860542266856,2363244762812752856002,1961959984258134322200453410341773,40820843982459579517,2442590031878444892904964454663635,1181924355100347442391570814007216087157231,14917803200243,14926544788835,8,9,3,0,1,3,374776009438395758066,0,134976293849290222655,163681326737,3059232193757501,0,467904061830,6434034560563
18158982,71762161062561059,1961095488363671787231934219218902,23785579479453060,95547740437356554,3860124074609,2365045922418146309601,1969745101805863176139806213328932,32988014182108820060,2442651749470777442672371878355166,1181979177352598744540249497723366997375334,14923747474343,14932490377559,8,9,3,0,1,3,374776009438395758066,0,134976293849290222655,163681326737,3059232193757501,0,467904061830,6434034560563
18161382,71793721089673399,1969732006468119391006511984838849,23785579479453060,95579300464434325,3844468346622,2376246038102094099064,1958836355139045029937220256033771,41692077136881022383,2442842183634517724658993486594561,1182072961734978764936146076350832153177946,14929667947859,14938411273307,8,9,3,0,1,3,374776009438395758066,0,134976293849290222655,163681326737,3059232193757501,0,467904061830,6434034560563
18163782,71825474250131764,1958862296522422372510662759496453,23785579479453060,95611053624857910,3867085556855,2363918108574055542246,1945091982303295703054749461338751,26838640504097166517,2443134816747776528468869294797178,1182220646122348400597547026938398563514363,14935594572323,14944332913355,8,9,3,0,1,3,374776009438395758066,0,134976293849290222655,163681326737,3059232193757501,0,467904061830,6434034560563
18166182,71857700635105925,1945138035527018227122483923132474,23785579479453060,95643280009796772,3895683079355,2348147122005030249651,1958497861226782524515043144283055,29640328192364757837,2443287972241895539607063870218840,1182342654657442381353500968173663159168391,14941457876711,14950194938039,8,9,3,0,1,3,374776009438395758066,0,134976293849290222655,163681326737,3059232193757501,0,467904061830,6434034560563
18168582,71779287910657905,1958253422696536615309918608955636,23905907051634524,95685194857484305,3871287587455,2365015852757134179415,1957806822063324964507160700916055,43459977725422432397,2443361841202435714894066069930111,1182386346210922533013543916593320974549595,14947344934595,14956084952831,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18170982,71811740691732533,1959138786308592949841991584594345,23905907051634524,95717647638523386,3870850495934,2366887607535870602041,1946625704241139124266397426097719,26280235989701942810,2443600972758205144800972843452459,1182507456015722623380101130715852180674921,14953222592651,14961961075223,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18173382,71844683286584437,1946668640597394095824761766605150,23905907051634524,95750590233339206,3896987481914,2352631506408770013304,1954200640744853952067193129687501,38863087344968725343,2443817397883404387478166937014299,1182655352058364588139695038835796815529769,14959087345235,14967825171719,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18175782,71878050767708606,1954191670045205376610019870833832,23905907051634524,95783957714426826,3883338100546,2362546427298436111729,1959764730282643926540923499966168,35646229617511930689,2443891483891493209858577487123412,1182712494285590253732732605426809318115053,14964970513943,14973709684535,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18178182,71911420021730883,1955098899965180500592129408658066,23905907051634524,95817326968412553,3882888355607,2364466682157621095577,1963279730048352850036500698951972,42510755389580441818,2444021022871332208239054950773783,1182799621395603653531712316296475715458233,14970830245043,14979571603355,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18180582,71945165285832791,1963271037620149776054244336787513,23905907051634524,95851072232477498,3868087585709,2375186146781828576574,1967513486430791650388989288552205,32603305868304064276,2444206320484486612896190577235626,1182922792931816278141751043985944333949848,14976686656031,14985429495491,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18182982,71979043161619503,1964195511864998607279107163238601,23905907051634524,95884950108227102,3867633524237,2377144473394427075630,1969794395609671405261310258721504,31401772066034110093,2444267313320209867666058347225407,1182965346645818135266243756075032139083355,14982563516123,14991307674911,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18185382,72013045013661205,1965123369227945888503814114255426,23905907051634524,95918951960231560,3867178230692,2379110761466508690798,1991342338047493074361537516812270,23691251005436739049,2444572792344083422614928634483842,1183203721043831606335513357766860450915582,14988443967059,14997192798947,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18187782,72048208491509432,1991277344323179635896702424307527,23905907051634524,95954115438041271,3817784736772,2411658305617550155069,1990777203886029331300151686799277,28260570294910364648,2444681346847082443487112450236262,1183270956885657498880783183000504575336015,14994320902907,15003074537207,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18190182,72082844584937970,1992234620979798190195023715165178,23905907051634524,95988751531431871,3817327701158,2413688617240321928772,1982029137834343126996435382067514,28622641050989032526,2444822628058681474062125784082829,1183340885837144183035591649613052275539734,15000217427567,15008969981855,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
18192582,72117790479897217,1982062581369019272917116969204043,23905907051634524,96023697426352840,3838315286523,2402238945768914117771,1985331169746911314869496299221328,27060576074551519292,2444913448795040802399257901720156,1183404876854922044557035685953919205469764,15006128132867,15014879311895,10,9,3,0,2,3,374776009438395758066,0,274064796041607567478,163681326737,3059232193757501,0,4982657768681,6434034560563
